year,office,state,district,party,candidate,cand_key,is_winner,status,office_level,source
2020,Senate,ME,,OTH,Max Linn,linn m,False,pending,,
2020,Senate,ME,,DEM,Betsy Sweet,sweet b,False,pending,,
2020,House,MI,2,DEM,Bryan Berghoef,berghoef b,False,pending,,
2020,House,MI,3,REP,Lynn Afendoulis,afendoulis l,False,pending,,
2020,House,MI,6,DEM,Jen Richardson,richardson j,False,pending,,
2020,Senate,MI,,OTH,Marcia Squier,squier m,False,pending,,
2020,Senate,MI,,OTH,Doug Dern,dern d,False,pending,,
2020,Senate,MI,,OTH,Valerie Willis,willis v,False,pending,,
2020,House,MN,2,OTH,Adam Charles Weeks,weeks a,False,pending,,
2020,Senate,MN,,OTH,Oliver Steinberg,steinberg o,False,pending,,
2020,Senate,MN,,OTH,Kevin O'Connor,connor k,False,pending,,
2020,Governor,MO,,OTH,Rik Combs,combs r,False,pending,,
2020,Governor,MO,,OTH,Jerome Bauer,bauer j,False,pending,,
2020,House,MO,2,OTH,Martin Schulte,schulte m,False,pending,,
2020,Senate,MS,,OTH,Jimmy Edwards,edwards j,False,pending,,
2020,Governor,MT,,OTH,Lyman Bishop,bishop l,False,pending,,
2020,Governor,MT,,OTH,Robert Barb,barb r,False,pending,,
2020,House,MT,1,OTH,John Gibney,gibney j,False,pending,,
2020,Senate,MT,,OTH,Wendie Fredrickson,fredrickson w,False,pending,,
2020,Governor,NC,,OTH,Steven Joseph DiFiore,difiore s,False,pending,,
2020,Governor,NC,,OTH,Al Pisano,pisano a,False,pending,,
2020,Governor,NC,,REP,Holly Grange,grange h,False,pending,,
2020,Governor,NC,,REP,Tim Moore,moore t,False,pending,,
2020,Governor,NC,,REP,Philip Edward Berger,berger p,False,pending,,
2020,Governor,NC,,REP,Thomas Roland Tillis,tillis t,False,pending,,
2020,House,NC,11,REP,David Madison Cawthorn,cawthorn d,True,pending,,
2020,House,NC,9,DEM,Cynthia Lee Wallace,wallace c,False,pending,,
2020,Senate,NC,,OTH,Kevin Eugene Hayes,hayes k,False,pending,,
2020,Senate,NC,,OTH,Shannon W. Bray,bray s,False,pending,,
2020,Senate,NC,,DEM,Erica Danette Smith,smith e,False,pending,,
2020,Governor,ND,,DEM,Shelley Lenz,lenz s,False,pending,,
2020,Governor,ND,,OTH,DuWayne Hendrickson,hendrickson d,False,pending,,
2020,House,NE,2,OTH,Tyler Schaeffer,schaeffer t,False,pending,,
2020,Senate,NE,,DEM,Chris E. Janicek,janicek c,False,pending,,
2020,Senate,NE,,OTH,Gene Siadek,siadek g,False,pending,,
2020,Governor,NH,,OTH,Darryl W. Perry,perry d,False,pending,,
2020,Governor,NH,,DEM,Andru Volinsky,volinsky a,False,pending,,
2020,House,NH,1,OTH,Zachary Dumont,dumont z,False,pending,,
2020,House,NH,1,REP,Matt Mayberry,mayberry m,False,pending,,
2020,House,NH,2,OTH,Andrew Olding,olding a,False,pending,,
2020,House,NH,2,REP,Lynne Blankenbeker,blankenbeker l,False,pending,,
2020,Senate,NH,,OTH,Justin F. O'Donnell,donnell j,False,pending,,
2020,Senate,NH,,REP,Donald C. Bolduc,bolduc d,False,pending,,
2020,House,NJ,2,OTH,Jesse Ehrnstrom,ehrnstrom j,False,pending,,
2020,House,NJ,2,OTH,Jenna Harvey,harvey j,False,pending,,
2020,House,NJ,3,REP,David Richter,richter d,False,pending,,
2020,Senate,NJ,,REP,Hirsh Singh,singh h,False,pending,,
2020,House,NM,1,REP,Michelle Garcia Holmes,holmes m,False,pending,,
2020,Senate,NM,,REP,Mark V. Ronchetti,ronchetti m,False,pending,,
2020,Senate,NM,,OTH,Bob Walsh,walsh b,False,pending,,
2020,Senate,NM,,REP,Gavin Clarkson,clarkson g,False,pending,,
2020,House,NY,18,REP,Chele Farley,farley c,False,pending,,
2020,House,NY,18,OTH,Scott Smith,smith s,False,pending,,
2020,House,NY,22,OTH,Keith Price,price k,False,pending,,
2020,House,NY,23,DEM,Tracy Mitrano,mitrano t,False,pending,,
2020,House,NY,24,OTH,Steve Williams,williams s,False,pending,,
2020,House,OH,1,OTH,Kevin David Kahn,kahn k,False,pending,,
2020,Senate,OK,,DEM,Abby Broyles,broyles a,False,pending,,
2020,Senate,OK,,OTH,Robert Murphy,murphy r,False,pending,,
2020,Senate,OK,,OTH,Joan E. Farr,farr j,False,pending,,
2020,Senate,OK,,OTH,A. D. Nesbit,nesbit a,False,pending,,
2020,Senate,OR,,OTH,Gary Dye,dye g,False,pending,,
2020,Senate,OR,,OTH,Ibrahim Ali Taher,taher i,False,pending,,
2020,House,PA,1,DEM,Christina M. Finello,finello c,False,pending,,
2020,House,PA,1,REP,Brian Fitzpatrick,fitzpatrick b,True,pending,,
2020,House,PA,1,OTH,Steve Scheetz,scheetz s,False,pending,,
2020,House,PA,1,DEM,Debbie Wachspress,wachspress d,False,pending,,
2020,House,PA,17,REP,Richard Sean Parnell,parnell r,False,pending,,
2020,House,PA,7,REP,Lisa Scheller,scheller l,False,pending,,
2020,House,PA,8,REP,Jim Bognet,bognet j,False,pending,,
2020,House,SC,1,REP,Kathy Landing,landing k,False,pending,,
2020,Senate,SC,,OTH,Bill Bledsoe,bledsoe b,False,pending,,
2020,Senate,SC,,OTH,Keenan Dunham,dunham k,False,pending,,
2020,Senate,TN,,DEM,James Mackler,mackler j,False,pending,,
2020,Senate,TN,,REP,Manny Sethi,sethi m,False,pending,,
2020,House,TX,10,DEM,Mike Siegel,siegel m,False,pending,,
2020,House,TX,10,OTH,Roy Eriksen,eriksen r,False,pending,,
2020,House,TX,10,DEM,Shannon Hutcheson,hutcheson s,False,pending,,
2020,House,TX,17,DEM,Rick Kennedy,kennedy r,False,pending,,
2020,House,TX,22,DEM,Sri Kulkarni,kulkarni s,False,pending,,
2020,House,TX,22,OTH,Joseph Leblanc,leblanc j,False,pending,,
2020,House,TX,25,DEM,Julie Oliver,oliver j,False,pending,,
2020,House,TX,25,OTH,Bill Kelsey,kelsey b,False,pending,,
2020,House,TX,3,DEM,Helane Seikaly,seikaly h,False,pending,,
2020,House,TX,3,OTH,Christopher Claytor,claytor c,False,pending,,
2020,House,TX,31,OTH,Clark Patterson,patterson c,False,pending,,
2020,House,TX,31,OTH,Jeremy Bravo,bravo j,False,pending,,
2020,House,TX,7,OTH,Shawn Kelly,kelly s,False,pending,,
2020,Senate,TX,,OTH,Ricardo Turullols-Bonilla,bonilla r,False,pending,,
2020,Senate,TX,,OTH,Kerry Douglas McKennon,mckennon k,False,pending,,
2020,Senate,TX,,OTH,David B. Collins,collins d,False,pending,,
2020,Senate,TX,,DEM,Royce West,west r,False,pending,,
2020,Senate,TX,,DEM,Chris Bell,bell c,False,pending,,
2020,Senate,TX,,DEM,Sema Hernandez,hernandez s,False,pending,,
2020,Governor,UT,,OTH,Daniel Rhead Cottam,cottam d,False,pending,,
2020,Governor,UT,,OTH,Gregory C. Duerden,duerden g,False,pending,,
2020,House,UT,1,DEM,Darren Parry,parry d,False,pending,,
2020,House,UT,2,DEM,Kael Weston,weston k,False,pending,,
2020,House,UT,2,OTH,James Robert Latham,latham j,False,pending,,
2020,House,UT,3,OTH,Thomas G. McNeill,mcneill t,False,pending,,
2020,House,UT,3,OTH,Daniel Clyde Cummings,cummings d,False,pending,,
2020,House,UT,4,OTH,John Molnar,molnar j,False,pending,,
2020,House,UT,4,OTH,Jonia Marie Broderick,broderick j,False,pending,,
2020,House,VA,5,DEM,Bryant Cameron Webb,webb b,False,pending,,
2020,House,VA,5,REP,"Robert G. ""Bob"" Good",good r,True,pending,,
2020,Governor,VT,,OTH,Wayne Billado,billado w,False,pending,,
2020,Governor,VT,,OTH,Michael A. Devost,devost m,False,pending,,
2020,Governor,VT,,OTH,Charly Dickerson,dickerson c,False,pending,,
2020,Governor,VT,,OTH,Kevin Hoyt,hoyt k,False,pending,,
2020,Governor,VT,,OTH,Erynn Hazlett Whitney,whitney e,False,pending,,
2020,Governor,VT,,DEM,Rebecca Holcombe,holcombe r,False,pending,,
2020,House,VT,1,OTH,Peter R. Becker,becker p,False,pending,,
2020,House,VT,1,OTH,Marcia E. Horne,horne m,False,pending,,
2020,House,VT,1,OTH,Shawn Orr,orr s,False,pending,,
2020,House,VT,1,OTH,Christopher Helali,helali c,False,pending,,
2020,Governor,WA,,DEM,Jay Robert Inslee,inslee j,True,pending,,
2020,Governor,WA,,REP,Loren Culp,culp l,False,pending,,
2020,Governor,WA,,REP,Timothy Eyman,eyman t,False,pending,,
2020,Governor,WA,,REP,Raul Garcia,garcia r,False,pending,,
2020,Governor,WA,,REP,Phil Fortunato,fortunato p,False,pending,,
2020,Governor,WA,,REP,Joshua Freed,freed j,False,pending,,
2020,House,WI,1,DEM,Roger Polack,polack r,False,pending,,
2020,Governor,WV,,DEM,Ben Salango,salango b,False,pending,,
2020,Governor,WV,,OTH,Erika Klie Kolenich,kolenich e,False,pending,,
2020,Governor,WV,,OTH,Daniel P. Lutz,lutz d,False,pending,,
2020,Senate,WV,,OTH,David Moran,moran d,False,pending,,
2020,House,WY,1,DEM,Lynnette GreyBull,greybull l,False,pending,,
2022,Governor,AK,,REP,Charlie Pierce,pierce c,False,pending,,
2022,House,AK,1,OTH,Chris Bye,bye c,False,pending,,
2022,House,AK,1,REP,Tara M. Sweeney,sweeney t,False,pending,,
2022,House,AK,1,DEM,Christopher Constant,constant c,False,pending,,
2022,House,AK,1,REP,Lora H. Reinbold,reinbold l,False,pending,,
2022,Senate,AK,,REP,Kelly C. Tshibaka,tshibaka k,False,pending,,
2022,Senate,AK,,REP,Buzz A. Kelley,kelley b,False,pending,,
2022,Senate,AK,,OTH,Dustin T. Darden,darden d,False,pending,,
2022,Senate,AK,,OTH,Sean M. Thorne,thorne s,False,pending,,
2022,Senate,AK,,REP,Joe Miller,miller j,False,pending,,
2022,Senate,AK,,DEM,Al Gross,gross a,False,pending,,
2022,Senate,AK,,OTH,John Wayne Howe,howe j,False,pending,,
2022,Governor,AL,,OTH,"James ""Jimmy"" Blake",blake j,False,pending,,
2022,Senate,AL,,OTH,John Sophocleus,sophocleus j,False,pending,,
2022,Governor,AR,,OTH,Ricky Dale Harrington Jr.,harrington r,False,pending,,
2022,Senate,AR,,OTH,Kenneth Cates,cates k,False,pending,,
2022,Governor,AZ,,OTH,Mikaela Shonnie Lutes-Burton,burton m,False,pending,,
2022,Governor,AZ,,OTH,Barry Hess,hess b,False,pending,,
2022,Governor,AZ,,REP,Karrin Taylor Robson,robson k,False,pending,,
2022,House,AZ,4,REP,Kelly Cooper,cooper k,False,pending,,
2022,Senate,AZ,,OTH,Marc Victor,victor m,False,pending,,
2022,Senate,AZ,,REP,Mark Brnovich,brnovich m,False,pending,,
2022,Senate,AZ,,REP,Jim Lamon,lamon j,False,pending,,
2022,Senate,AZ,,REP,Michael T. McGuire,mcguire m,False,pending,,
2022,Senate,AZ,,REP,John Sidney McCain,mccain j,False,pending,,
2022,Governor,CA,,DEM,Gavin Newsom,newsom g,True,pending,,
2022,Governor,CA,,REP,John Cox,cox j,False,pending,,
2022,House,CA,21,REP,Michael Maher,maher m,False,pending,,
2022,House,CA,26,REP,Matt Jacobs,jacobs m,False,pending,,
2022,House,CA,27,DEM,Quaye Quartey,quartey q,False,pending,,
2022,House,CA,40,DEM,Asif Mahmood,mahmood a,False,pending,,
2022,House,CA,41,DEM,Will Rollins,rollins w,False,pending,,
2022,House,CA,49,REP,Brian Maryott,maryott b,False,pending,,
2022,Senate,CA,S,DEM,Alex Padilla,padilla a,True,pending,,
2022,Senate,CA,S,REP,Mark P. Meuser,meuser m,False,pending,,
2022,Governor,CO,,DEM,Jared Polis,polis j,True,pending,,
2022,Governor,CO,,OTH,Kevin Ruskusky,ruskusky k,False,pending,,
2022,Governor,CO,,OTH,Paul Fiorino,fiorino p,False,pending,,
2022,Governor,CO,,OTH,Danielle Neuschwanger,neuschwanger d,False,pending,,
2022,Governor,CO,,REP,Greg Lopez,lopez g,False,pending,,
2022,Governor,CO,,REP,Danielle Neuschwanger,neuschwanger d,False,pending,,
2022,Senate,CO,,OTH,Brian Peotter,peotter b,False,pending,,
2022,Senate,CO,,OTH,T.J. Cole,cole t,False,pending,,
2022,Senate,CO,,OTH,Frank Atwood,atwood f,False,pending,,
2022,Senate,CO,,REP,Ron Hanks,hanks r,False,pending,,
2022,Senate,CO,,REP,Gino Campana,campana g,False,pending,,
2022,Senate,CO,,REP,Eli Bremer,bremer e,False,pending,,
2022,Senate,CO,,REP,Lauren Boebert,boebert l,False,pending,,
2022,Governor,CT,,DEM,Edward Lamont,lamont e,True,pending,,
2022,Governor,CT,,REP,Robert Stefanowski,stefanowski r,False,pending,,
2022,House,CT,2,DEM,Joe Courtney,courtney j,True,pending,,
2022,House,CT,2,REP,Mike France,france m,False,pending,,
2022,House,CT,2,OTH,William Hall,hall w,False,pending,,
2022,House,CT,2,OTH,Kevin Blacker,blacker k,False,pending,,
2022,House,CT,4,DEM,Jim Himes,himes j,True,pending,,
2022,House,CT,4,REP,Jayme Stevenson,stevenson j,False,pending,,
2022,House,CT,5,DEM,Jahana Hayes,hayes j,True,pending,,
2022,House,CT,5,REP,George Logan,logan g,False,pending,,
2022,Senate,CT,,DEM,Richard Blumenthal,blumenthal r,True,pending,,
2022,Senate,CT,,REP,Themis Klarides,klarides t,False,pending,,
2022,Senate,CT,,REP,Peter Lumaj,lumaj p,False,pending,,
2022,House,DE,1,REP,Lee Murphy,murphy l,False,pending,,
2022,Governor,FL,,OTH,Hector Roos,roos h,False,pending,,
2022,Governor,FL,,OTH,Carmen Jackie Gimenez,gimenez c,False,pending,,
2022,Governor,FL,,DEM,Nikki Fried,fried n,False,pending,,
2022,House,FL,13,DEM,Eric Lynn,lynn e,False,pending,,
2022,House,FL,13,REP,Anna Paulina Luna,luna a,True,pending,,
2022,House,FL,13,REP,Amanda Makki,makki a,False,pending,,
2022,House,FL,13,REP,Kevin Hayslett,hayslett k,False,pending,,
2022,House,FL,27,DEM,Ken Russell,russell k,False,pending,,
2022,House,FL,4,DEM,"LaShonda ""L.J."" Holloway",holloway l,False,pending,,
2022,Senate,FL,,OTH,Dennis Misigoy,misigoy d,False,pending,,
2022,Senate,FL,,OTH,Tuan T.Q. Nguyen,nguyen t,False,pending,,
2022,Governor,GA,,OTH,Shane Hazel,hazel s,False,pending,,
2022,Governor,GA,,OTH,Al Bartell,bartell a,False,pending,,
2022,Governor,GA,,REP,David A. Perdue,perdue d,False,pending,,
2022,Governor,GA,,REP,Marjorie Taylor Greene,greene m,False,pending,,
2022,Senate,GA,,OTH,Chase Oliver,oliver c,False,pending,,
2022,Senate,GA,,REP,Gary W. Black,black g,False,pending,,
2022,Governor,IA,,DEM,Deidre DeJear,dejear d,False,pending,,
2022,Governor,IA,,OTH,Rick Stewart,stewart r,False,pending,,
2022,Senate,IA,,DEM,Abby Finkenauer,finkenauer a,False,pending,,
2022,Governor,IL,,OTH,John Richard Phillips,phillips j,False,pending,,
2022,Governor,IL,,OTH,Scott Schluter,schluter s,False,pending,,
2022,Governor,IL,,REP,Gary Rabine,rabine g,False,pending,,
2022,Governor,IL,,REP,Jesse Sullivan,sullivan j,False,pending,,
2022,Governor,IL,,REP,Richard C. Irvin,irvin r,False,pending,,
2022,Governor,IL,,REP,Paul M. Schimpf,schimpf p,False,pending,,
2022,House,IL,17,REP,Esther Joy King,king e,False,pending,,
2022,Senate,IL,,OTH,Bill Redpath,redpath b,False,pending,,
2022,Senate,IN,,OTH,James Sceniak,sceniak j,False,pending,,
2022,Governor,KS,,OTH,Seth Cordell,cordell s,False,pending,,
2022,House,KS,3,OTH,Steven A. Hohe,hohe s,False,pending,,
2022,Senate,KS,,OTH,David C. Graham,graham d,False,pending,,
2022,Governor,MA,,OTH,Kevin Reed,reed k,False,pending,,
2022,Governor,MA,,REP,Chris Doughty,doughty c,False,pending,,
2022,Governor,MA,,OTH,Charles D. Baker,baker c,False,pending,,
2022,Governor,MA,,DEM,Orlando Silva,silva o,False,pending,,
2022,Governor,MD,,OTH,David Lashar,lashar d,False,pending,,
2022,Governor,MD,,OTH,Nancy Wallace,wallace n,False,pending,,
2022,Governor,MD,,OTH,David Harding,harding d,False,pending,,
2022,House,MD,1,OTH,Daniel Frank Thibeault,thibeault d,False,pending,,
2022,House,MD,2,DEM,C.A. Dutch Ruppersberger,ruppersberger c,True,pending,,
2022,House,MD,2,REP,Nicolee Ambrose,ambrose n,False,pending,,
2022,Governor,ME,,OTH,Sam Hunkler,hunkler s,False,pending,,
2022,Governor,ME,,OTH,Michael Thomas Barden,barden m,False,pending,,
2022,House,ME,1,REP,Edwin Thelander,thelander e,False,pending,,
2022,House,ME,2,OTH,Tiffany Bond,bond t,False,pending,,
2022,Governor,MI,,OTH,Mary Buzuma,buzuma m,False,pending,,
2022,Governor,MI,,OTH,Donna Brandenburg,brandenburg d,False,pending,,
2022,Governor,MI,,OTH,Kevin Hogan,hogan k,False,pending,,
2022,Governor,MI,,OTH,Daryl M. Simpson,simpson d,False,pending,,
2022,Governor,MI,,REP,Ryan D. Kelley,kelley r,False,pending,,
2022,Governor,MI,,REP,Kevin Rinke,rinke k,False,pending,,
2022,Governor,MI,,REP,Garrett Soldano,soldano g,False,pending,,
2022,Governor,MI,,REP,Ralph Rebandt,rebandt r,False,pending,,
2022,Governor,MI,,REP,James Craig,craig j,False,pending,,
2022,House,MI,10,DEM,Carl J. Marlinga,marlinga c,False,pending,,
2022,House,MI,10,DEM,Michael C. Taylor,taylor m,False,pending,,
2022,House,MI,10,REP,Eric S. Esshaki,esshaki e,False,pending,,
2022,House,MI,3,REP,Peter Meijer,meijer p,False,pending,,
2022,House,MI,7,OTH,Leah Rachel Dailey,dailey l,False,pending,,
2022,House,MI,8,REP,Paul Junge,junge p,False,pending,,
2022,Governor,MN,,OTH,Hugh McTavish,mctavish h,False,pending,,
2022,Governor,MN,,OTH,James McCaskel,mccaskel j,False,pending,,
2022,Governor,MN,,OTH,Steve Patterson,patterson s,False,pending,,
2022,Governor,MN,,OTH,Gabrielle M. Prosser,prosser g,False,pending,,
2022,Governor,MN,,REP,Mike Murphy,murphy m,False,pending,,
2022,Governor,MN,,REP,Kendall Qualls,qualls k,False,pending,,
2022,Senate,MO,,DEM,Trudy Busch Valentine,valentine t,False,pending,,
2022,Senate,MO,,OTH,Jonathan Dine,dine j,False,pending,,
2022,Senate,MO,,OTH,Paul Venable,venable p,False,pending,,
2022,Senate,MO,,OTH,John Frederick Wood,wood j,False,pending,,
2022,Senate,MO,,DEM,Lucas Kunce,kunce l,False,pending,,
2022,Senate,MO,,REP,Vicky Hartzler,hartzler v,False,pending,,
2022,Senate,MO,,REP,Eric Greitens,greitens e,False,pending,,
2022,Senate,MO,,REP,Billy Long,long b,False,pending,,
2022,House,MT,1,OTH,John Lamb,lamb j,False,pending,,
2022,House,MT,2,DEM,Penny Ronning,ronning p,False,pending,,
2022,House,MT,2,OTH,Sam Rankin,rankin s,False,pending,,
2022,House,NC,1,REP,Sandy Smith,smith s,False,pending,,
2022,House,NC,11,DEM,Jasmine Beach-Ferrara,ferrara j,False,pending,,
2022,House,NC,11,OTH,David Adam Coatney,coatney d,False,pending,,
2022,Senate,NC,,OTH,Shannon W. Bray,bray s,False,pending,,
2022,Senate,NC,,REP,Pat McCrory,mccrory p,False,pending,,
2022,Senate,NC,,REP,Marjorie Knott Eastman,eastman m,False,pending,,
2022,Senate,NC,,REP,Mark Walker,walker m,False,pending,,
2022,House,ND,1,DEM,Mark Haugen,haugen m,False,pending,,
2022,Governor,NH,,OTH,Kelly Halldorson,halldorson k,False,pending,,
2022,Governor,NH,,OTH,Karlyn Borysenko,borysenko k,False,pending,,
2022,House,NH,2,REP,Robert Burns,burns r,False,pending,,
2022,Senate,NH,,OTH,Jeremy Kauffman,kauffman j,False,pending,,
2022,Senate,NH,,REP,Charles W. Morse,morse c,False,pending,,
2022,Senate,NH,,REP,Kevin H. Smith,smith k,False,pending,,
2022,Senate,NH,,REP,Bruce Fenton,fenton b,False,pending,,
2022,Senate,NH,,REP,Bryant Messner,messner b,False,pending,,
2022,Senate,NH,,REP,Corey Lewandowski,lewandowski c,False,pending,,
2022,House,NJ,1,REP,Claire Gustafson,gustafson c,False,pending,,
2022,House,NJ,11,REP,Rosemary Becchi,becchi r,False,pending,,
2022,House,NJ,3,REP,Bob Healey,healey b,False,pending,,
2022,Governor,NM,,REP,Mark V. Ronchetti,ronchetti m,False,pending,,
2022,Governor,NM,,OTH,Karen Bedonie,bedonie k,False,pending,,
2022,Governor,NM,,REP,Jay C. Block,block j,False,pending,,
2022,Governor,NM,,REP,Rebecca L. Dow,dow r,False,pending,,
2022,Governor,NM,,REP,Ethel R. Maharg,maharg e,False,pending,,
2022,Governor,NM,,REP,Gregory J. Zanetti,zanetti g,False,pending,,
2022,House,NM,1,REP,Michelle Garcia Holmes,holmes m,False,pending,,
2022,House,NM,3,REP,Alexis Martinez Johnson,johnson a,False,pending,,
2022,Governor,NV,,OTH,Brandon Davis,davis b,False,pending,,
2022,Governor,NV,,OTH,Ed Bridges,bridges e,False,pending,,
2022,Governor,NV,,REP,Dean Heller,heller d,False,pending,,
2022,Governor,NV,,REP,Joseph Gilbert,gilbert j,False,pending,,
2022,Governor,NV,,REP,John Lee,lee j,False,pending,,
2022,Governor,NV,,REP,Guy Nohra,nohra g,False,pending,,
2022,House,NV,1,REP,Mark Robertson,robertson m,False,pending,,
2022,House,NV,1,OTH,Ken Cavanaugh,cavanaugh k,False,pending,,
2022,House,NV,2,OTH,Darryl Baber,baber d,False,pending,,
2022,House,NV,2,OTH,Russell Best,best r,False,pending,,
2022,House,NV,3,REP,April Becker,becker a,False,pending,,
2022,House,NV,4,REP,Sam Peters,peters s,False,pending,,
2022,Senate,NV,,OTH,Neil Scott,scott n,False,pending,,
2022,Senate,NV,,OTH,Barry Rubinson,rubinson b,False,pending,,
2022,Senate,NV,,REP,Sam Brown,brown s,False,pending,,
2022,Governor,NY,,OTH,Larry W. Sharpe,sharpe l,False,pending,,
2022,Governor,NY,,REP,Robert P. Astorino,astorino r,False,pending,,
2022,Governor,NY,,REP,Harry Wilson,wilson h,False,pending,,
2022,Governor,NY,,REP,Andrew Harold Giuliani,giuliani a,False,pending,,
2022,Governor,NY,,DEM,Thomas R. Suozzi,suozzi t,False,pending,,
2022,Governor,NY,,DEM,Jumaane D. Williams,williams j,False,pending,,
2022,Governor,NY,,REP,Elise M. Stefanik,stefanik e,False,pending,,
2022,Governor,NY,,DEM,Alexandria Ocasio-Cortez,cortez a,False,pending,,
2022,House,NY,11,REP,Nicole Malliotakis,malliotakis n,True,pending,,
2022,House,NY,17,DEM,Alessandra Biaggi,biaggi a,False,pending,,
2022,House,NY,19,DEM,Pat Ryan,ryan p,False,pending,,
2022,House,NY,2,DEM,Jackie Gordon,gordon j,False,pending,,
2022,House,NY,2,REP,Andrew R. Garbarino,garbarino a,True,pending,,
2022,House,NY,22,DEM,Francis Conole,conole f,False,pending,,
2022,House,NY,25,DEM,Joseph D. Morelle,morelle j,True,pending,,
2022,House,NY,25,REP,La'Ron D. Singletary,singletary l,False,pending,,
2022,House,NY,3,DEM,Robert P. Zimmerman,zimmerman r,False,pending,,
2022,House,NY,3,DEM,Joshua Alexander Lafazan,lafazan j,False,pending,,
2022,House,NY,3,OTH,Melanie D'Arrigo,arrigo m,False,pending,,
2022,Senate,NY,,OTH,Diane Sare,sare d,False,pending,,
2022,Governor,OH,,OTH,Niel Petersen,petersen n,False,pending,,
2022,Governor,OH,,DEM,John Cranley,cranley j,False,pending,,
2022,Governor,OH,,REP,Jim Renacci,renacci j,False,pending,,
2022,Governor,OH,,REP,Mary Taylor,taylor m,False,pending,,
2022,Governor,OH,,REP,Joe Blystone,blystone j,False,pending,,
2022,House,OH,9,REP,J.R. Majewski,majewski j,False,pending,,
2022,Senate,OH,,REP,Jane Timken,timken j,False,pending,,
2022,Senate,OH,,REP,Josh Mandel,mandel j,False,pending,,
2022,Governor,OK,,OTH,Natalie Bruno,bruno n,False,pending,,
2022,Governor,OK,,OTH,Ervin Stone Yen,yen e,False,pending,,
2022,Senate,OK,,OTH,Kenneth D. Blevins,blevins k,False,pending,,
2022,Senate,OK,,OTH,Micahael L. Delaney,delaney m,False,pending,,
2022,Senate,OK,S,DEM,Kendra Horn,horn k,False,pending,,
2022,Senate,OK,S,REP,Markwayne Mullin,mullin m,True,pending,,
2022,Senate,OK,S,OTH,Robert Murphy,murphy r,False,pending,,
2022,Senate,OK,S,OTH,Ray Woods,woods r,False,pending,,
2022,Governor,OR,,OTH,Betsy Johnson,johnson b,False,pending,,
2022,Governor,OR,,OTH,R. Leon Noble,noble r,False,pending,,
2022,Governor,OR,,OTH,Donice Noelle Smith,smith d,False,pending,,
2022,House,OR,4,OTH,Levi C. Leatherberry,leatherberry l,False,pending,,
2022,House,OR,4,OTH,Jim Howard,howard j,False,pending,,
2022,House,OR,4,OTH,Mike A. Beilstein,beilstein m,False,pending,,
2022,House,OR,6,OTH,Larry D. McFarland,mcfarland l,False,pending,,
2022,Senate,OR,,OTH,Dan Pulju,pulju d,False,pending,,
2022,Senate,OR,,OTH,Chris Henry,henry c,False,pending,,
2022,Governor,PA,,OTH,Matt Hackenburg,hackenburg m,False,pending,,
2022,Governor,PA,,OTH,Christina P.K. DiGiulio,digiulio c,False,pending,,
2022,Governor,PA,,OTH,Joe Soloski,soloski j,False,pending,,
2022,House,PA,1,DEM,Ashley Ehasz,ehasz a,False,pending,,
2022,House,PA,10,DEM,Shamaine Daniels,daniels s,False,pending,,
2022,House,PA,12,REP,Mike Doyle,doyle m,False,pending,,
2022,House,PA,7,REP,Lisa Scheller,scheller l,False,pending,,
2022,House,PA,8,REP,Jim Bognet,bognet j,False,pending,,
2022,Senate,PA,,OTH,Erik Gerhardt,gerhardt e,False,pending,,
2022,Senate,PA,,OTH,Richard L. Weiss,weiss r,False,pending,,
2022,Senate,PA,,OTH,Daniel Wassmer,wassmer d,False,pending,,
2022,Senate,PA,,OTH,Ronald Edward Johnson,johnson r,False,pending,,
2022,Senate,PA,,OTH,Quincy Magee,magee q,False,pending,,
2022,Senate,PA,,REP,Jeffrey A. Bartos,bartos j,False,pending,,
2022,Senate,PA,,REP,Richard Sean Parnell,parnell r,False,pending,,
2022,Governor,RI,,REP,Ashley Kalus,kalus a,False,pending,,
2022,Governor,RI,,OTH,Zachary Baker Hurwitz,hurwitz z,False,pending,,
2022,Governor,RI,,OTH,Elijah J. Gizzarelli,gizzarelli e,False,pending,,
2022,Governor,RI,,OTH,Paul A. Rianna Jr.,rianna p,False,pending,,
2022,Governor,RI,,REP,Jonathan J. Riccitelli,riccitelli j,False,pending,,
2022,House,RI,2,OTH,William H. Gilbert,gilbert w,False,pending,,
2022,House,RI,2,DEM,Omar Bah,bah o,False,pending,,
2022,House,RI,2,DEM,Joy Fox,fox j,False,pending,,
2022,House,RI,2,DEM,Sarah Morgenthau,morgenthau s,False,pending,,
2022,House,RI,2,DEM,David Segal,segal d,False,pending,,
2022,Governor,SC,,OTH,Bruce Reeves,reeves b,False,pending,,
2022,Senate,SC,,OTH,Larry Adams,adams l,False,pending,,
2022,Governor,SD,,OTH,Tracey Quint,quint t,False,pending,,
2022,House,SD,1,OTH,Collin Duprel,duprel c,False,pending,,
2022,Senate,SD,,DEM,Brian L. Bengs,bengs b,False,pending,,
2022,Senate,SD,,OTH,Tamara J. Lesnar,lesnar t,False,pending,,
2022,Governor,TN,,DEM,Jason Brantley Martin,martin j,False,pending,,
2022,Governor,TX,,OTH,Mark Tippetts,tippetts m,False,pending,,
2022,Governor,TX,,OTH,Delilah Barrios,barrios d,False,pending,,
2022,Governor,TX,,DEM,Matthew David McConaughey,mcconaughey m,False,pending,,
